"track_name","track_artist","album_artist","remix_artist_name","genre","isrc_code","music_credits","lyric_credits","other_credits","producer","engineer","release_id","track_id","release_date","album_title","publisher"
"Dark Moon, High Tide","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-00121","Davy Spillane, Simon Emmerson, Martin Russell",,,"Simon Emmerson","Martin Russell","94","1009",,"Volume 1 - Sound Magic","WOMAD Music Ltd"
"Whirl-Y-Reel 2","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-00122","Simon Emmerson, Davey Spillane",,,"Simon Emmerson","Martin Russell","94","1010",,"Volume 1 - Sound Magic","Real World Music Ltd"
"House Of The Ancestors","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-00123","Written by Ayub Ogada/Jo Bruce/Iarla O Lionaird",,,"Simon Emmerson","Martin Russell","94","1011",,"Volume 1 - Sound Magic","WOMAD Music Ltd"
"Eistigh Liomsa Sealad/Listen To Me/Saor Reprise","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-01050","9a: Trad arr by Simon Emmerson, Martin Russell, Caroline Lavelle, Iarla O'Lionaird, Myrdhin, Kauwding Cissokho, Ronan Browne. 9b: Ronan Browne",,,"Simon Emmerson","Martin Russell","94","1012",,"Volume 1 - Sound Magic","Real World Music Ltd"
"Eistigh Liomsa Sealad/Listen To Me/Saor Reprise","Afro Celt Sound System","Afro Celt Sound System",,"World Music","GB-CPA-96-01050","9a: Trad arr by Simon Emmerson, Martin Russell, Caroline Lavelle, Iarla O'Lionaird, Myrdhin, Kauwding Cissokho, Ronan Browne. 9b: Ronan Browne",,,"Simon Emmerson","Martin Russell","94","1012",,"Volume 1 - Sound Magic","WOMAD Music Ltd"
"Bitnadini Tani Lih","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00274","Yussef 'ali Bakash & Yunis Al Hilali",,"Executive producers: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1029",,"Charcoal Gypsies","Real World Works Ltd"
"Eb'At DJawaben","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00328","Shamandi Tewfiq",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1030",,"Charcoal Gypsies","Real World Works Ltd"
"Suq Al-Manadil","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00110","Mohammed Magally",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1031",,"Charcoal Gypsies","Real World Works Ltd"
"Mawwal-Doha/Rais Al-Bahr","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00221","Metkal Kenawi arranged by Yunis Al Hilali",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1032",,"Charcoal Gypsies","Real World Works Ltd"
"Al-Ward Al-Foll","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00111","Trad arr by Yussef 'ali Bakash",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1033",,"Charcoal Gypsies","Real World Works Ltd"
"Ramla","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00228","Mustafah 'Abd Al 'Aziz",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1034",,"Charcoal Gypsies","Real World Works Ltd"
"Salamat","Musicians of the Nile","Musicians of the Nile",,"World Music","GB-CPA-07-00080","Metkal Kenawi ",,"Executive producer: Alain Weber and Armand Amar",,"Jean-Christophe Messonnier and Jean Gauthier","96","1035",,"Charcoal Gypsies","Real World Works Ltd"
"Big City Secrets","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00231","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1037",,"Big City Secrets","Real World Music Ltd"
"Mercedes","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00149","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1038",,"Big City Secrets","Real World Music Ltd"
"Mikel K","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00007","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1039",,"Big City Secrets","Real World Music Ltd"
"Good About Me","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00223","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1040",,"Big City Secrets","Real World Music Ltd"
"Daddy's On Prozac","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00215","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1041",,"Big City Secrets","Real World Music Ltd"
"Marina","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00237","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1042",,"Big City Secrets","Real World Music Ltd"
"Birthday Card","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00100","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1043",,"Big City Secrets","Real World Music Ltd"
"Crying Like A Man","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00230","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1044",,"Big City Secrets","Real World Music Ltd"
"Porcupine","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00240","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1045",,"Big City Secrets","Real World Music Ltd"
"Dessert","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00233","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1046",,"Big City Secrets","Real World Music Ltd"
"Haunted Eyes","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00310","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1047",,"Big City Secrets","Real World Music Ltd"
"Bottle Of You","Joseph Arthur","Joseph Arthur",,"Alternative","GB-CPA-07-00193","Joseph Arthur","Joseph Arthur",,"Markus Dravs","Ben Findlay","97","1048",,"Big City Secrets","Real World Music Ltd"
"Dil Ki Doya","Paban Das Baul & Sam Mills","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00126","Music composed and arranged by Paban Das Baul/Sam Mills around a traditional melody; lyrics traditional.","Paban Das Baul and Sam Mills",,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1049",,"Real Sugar","WOMAD Music Ltd"
"Nacho Kali","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00127","Music by Paban Das Baul/Sam Mills; lyrics by Bhaba Pagla.",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1050",,"Real Sugar","WOMAD Music Ltd"
"Porojonome","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00128","Music composed and arranged by Paban Das Baul/Sam Mills around a traditional melody; lyrics traditional.",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1051",,"Real Sugar","WOMAD Music Ltd"
"Ore Poinkha","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00129","Music by Paban Das Baul/Sam Mills/Fritz Catlin, inspired by a traditional refrain; lyrics improvised around a traditional Santal theme.",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1052",,"Real Sugar","WOMAD Music Ltd"
"Boshondharar Buke","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00130","Written and composed by Paban Das Paul and Sam Mills",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1053",,"Real Sugar","WOMAD Music Ltd"
"Mon Fakira","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00131","Music by Paban Das Baul/Sam Mills; lyrics by Paddolochan (traditional).",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1054",,"Real Sugar","WOMAD Music Ltd"
"Choncholo Mon","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00132","Music by Paban Das Baul/Sam Mills; lyrics by Bhaba Pagla.",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1055",,"Real Sugar","WOMAD Music Ltd"
"Mon Moti","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00133","Music by Paban Das Baul/Sam Mills; lyrics traditional.",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1056",,"Real Sugar","WOMAD Music Ltd"
"Gopun Premer Kotha","Paban Das Baul","Paban Das Baul and Sam Mills",,"World Music","GB-CPA-97-00134","Written and composed by Paban Das Paul and Sam Mills",,,"Paban Das Baul, Sam Mills, Fritz Catlin, Mimlu Sen",,"98","1057",,"Real Sugar","WOMAD Music Ltd"
"Rog Rogosho (Changing)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01250","Abdul Kader Negeye","Abdul Kader Negeye",,"Simon Emmerson and Søren Kjær Jensen","Martin Russell","99","1058",,"New Dawn","Real World Works Ltd"
"Rog Rogosho (Changing)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01250","Abdul Kader Negeye","Abdul Kader Negeye",,"Simon Emmerson and Søren Kjær Jensen","Martin Russell","99","1058",,"New Dawn","WOMAD Music Ltd"
"Cidlaan Dareemaya (I Feel Alone)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01251","Trad adapted by Abdi Aden Kays","Abdi Aden Kays, Maryam Mursal",,"Simon Emmerson and Søren Kjær Jensen","Martin Russell","99","1059",,"New Dawn","Real World Works Ltd"
"Cidlaan Dareemaya (I Feel Alone)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01251","Trad adapted by Abdi Aden Kays","Abdi Aden Kays, Maryam Mursal",,"Simon Emmerson and Søren Kjær Jensen","Martin Russell","99","1059",,"New Dawn","WOMAD Music Ltd"
"Heei Yaa Alahobalin Hoobalowa","Waaberi","Waaberi",,"World Music","GB-CPA-07-01252","Traditional","Traditional",,"Simon Emmerson","Martin Russell","99","1060",,"New Dawn","Real World Works Ltd"
"Heei Yaa Alahobalin Hoobalowa","Waaberi","Waaberi",,"World Music","GB-CPA-07-01252","Traditional","Traditional",,"Simon Emmerson","Martin Russell","99","1060",,"New Dawn","WOMAD Music Ltd"
"Hafun (Soft)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01253","Traditional","Traditional",,"Simon Emmerson","Martin Russell","99","1061",,"New Dawn","Real World Works Ltd"
"Hafun (Soft)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01253","Traditional","Traditional",,"Simon Emmerson","Martin Russell","99","1061",,"New Dawn","WOMAD Music Ltd"
"Shubahada","Waaberi","Waaberi",,"World Music","GB-CPA-07-01254","Ahmed Ali Egal","Yusuf Musa Matan",,"Simon Emmerson","Martin Russell","99","1062",,"New Dawn","Real World Works Ltd"
"Shubahada","Waaberi","Waaberi",,"World Music","GB-CPA-07-01254","Ahmed Ali Egal","Yusuf Musa Matan",,"Simon Emmerson","Martin Russell","99","1062",,"New Dawn","WOMAD Music Ltd"
"Ada Bere Chaelka (You Plant The Love)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01255","Abdi Karim Farah","Yusuf Aden",,"Simon Emmerson","Martin Russell","99","1063",,"New Dawn","Real World Works Ltd"
"Ada Bere Chaelka (You Plant The Love)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01255","Abdi Karim Farah","Yusuf Aden",,"Simon Emmerson","Martin Russell","99","1063",,"New Dawn","WOMAD Music Ltd"
"Indo Ashak (Love Eyes)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01256","Mohamed Aden","Mohamed Aden",,"Simon Emmerson","Martin Russell","99","1064",,"New Dawn","Real World Works Ltd"
"Indo Ashak (Love Eyes)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01256","Mohamed Aden","Mohamed Aden",,"Simon Emmerson","Martin Russell","99","1064",,"New Dawn","WOMAD Music Ltd"
"Nin Hun Heloha Modina (Don't Believe That A Bad Ma","Waaberi","Waaberi",,"World Music","GB-CPA-07-01257","Mahamoud Tukale","Mahamoud Tukale",,"Simon Emmerson","Martin Russell","99","1065",,"New Dawn","Real World Works Ltd"
"Nin Hun Heloha Modina (Don't Believe That A Bad Ma","Waaberi","Waaberi",,"World Music","GB-CPA-07-01257","Mahamoud Tukale","Mahamoud Tukale",,"Simon Emmerson","Martin Russell","99","1065",,"New Dawn","WOMAD Music Ltd"
"Ulimada (The Professors)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01258","Abdi Karim Farah","Mahamoud Tukale",,"Simon Emmerson","Martin Russell","99","1066",,"New Dawn","Real World Works Ltd"
"Ulimada (The Professors)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01258","Abdi Karim Farah","Mahamoud Tukale",,"Simon Emmerson","Martin Russell","99","1066",,"New Dawn","WOMAD Music Ltd"
"Kafiyo Kaladeri (Opposites)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01259","Abdi Karim Farah","Mohamed Ali Kariye",,"Simon Emmerson","Martin Russell","99","1067",,"New Dawn","Real World Works Ltd"
"Kafiyo Kaladeri (Opposites)","Waaberi","Waaberi",,"World Music","GB-CPA-07-01259","Abdi Karim Farah","Mohamed Ali Kariye",,"Simon Emmerson","Martin Russell","99","1067",,"New Dawn","WOMAD Music Ltd"
"Seacht (Seven)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00166","Trad arr by Iarla O'Lionaird","Iarla O'Lionaird",,"Ingmar Kiang and Michael Brook","Michael Brook","100","1068",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Aililiu Na Gamhna (Calling Home The Calves)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00167","Trad arr by Iarla O'Lionaird",,,"Michael Brook","Michael Brook","100","1069",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Caoineadh Na dTrí Mhuire (Lament At Clavary)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00168","Trad arr by Iarla O'Lionaird and Michael Brook",,,"Michael Brook","Michael Brook","100","1070",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Abha (River)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00169","Trad arr by Iarla O'Lionaird and Michael Brook","Sean O'Croinin and Domhnall O'Liathain",,"Michael Brook","Michael Brook","100","1071",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Aoibhinn Cronan (The Humming Of The Bees)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00170","Peadar O'Riada","Trad arr. Iarla O'Lionaird",,"Ingmar Kiang and Michael Brook","Michael Brook","100","1072",,"The Seven Steps to Mercy","Real World Works Ltd"
"Aoibhinn Cronan (The Humming Of The Bees)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00170","Peadar O'Riada","Trad arr. Iarla O'Lionaird",,"Ingmar Kiang and Michael Brook","Michael Brook","100","1072",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Loch Lein","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00171","Trad arr by Iarla O'Lionaird",,,"Michael Brook","Michael Brook","100","1073",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Cuir A Choladh An Seanduine (The Old Man Rocking T","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00172","Trad arr by Iarla O'Lionaird","Trad arr. Iarla O'Lionaird",,"Michael Brook","Michael Brook","100","1074",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"An Buachaill Caol Dubh (The Dark Slender Boy)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00173","Trad arr by Iarla O'Lionaird",,,"Michael Brook","Michael Brook","100","1075",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Bean Dubh An Ghleanna (The Dark Woman Of The Glen)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00174","Trad arr by Iarla O'Lionaird",,,"Michael Brook","Michael Brook","100","1076",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Aisling Gheal (Bright Vision)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00814","Trad arr by Iarla O'Lionaird and Peadar O'Riada",,,"Michael Brook","Michael Brook","100","1077",,"The Seven Steps to Mercy","Real World Works Ltd"
"Aisling Gheal (Bright Vision)","Iarla Ó Lionáird","Iarla Ó Lionáird",,"World Music","GB-CPA-97-00814","Trad arr by Iarla O'Lionaird and Peadar O'Riada",,,"Michael Brook","Michael Brook","100","1077",,"The Seven Steps to Mercy","WOMAD Music Ltd"
"Zaar","Peter Gabriel","Various Artists",,"World Music","GB-CPA-03-00345","Peter Gabriel",,"Tambourines, Dufs, Tabla, Finger Cymbals, Triangle: Hossam RamzyBass: Nathan EastKementche: Mahmoud Tabrizi ZadehDouble Violin: ShankarGuitar: David Rhodes","Peter Gabriel","David Bottrill","102","32",,"Bliss","Real World Music Ltd"
"Soldiers Of The Long March","Guo Brothers","Various Artists",,"World Music","GB-CPA-07-00234","Trad arr. Guo Yue",,,"Pol Brennan","Richard Evans","102","247",,"Bliss","WOMAD Music Ltd"
"Orovela","Tsinandali Choir","Various Artists",,"World Music","GB-CPA-88-00220","Traditional, arranged by Levan Abashidze.",,,"Anzor Erkomaishvili","Mikhail Kilosanidze","102","692",,"Bliss","WOMAD Music Ltd"
"Kothbiro","Ayub Ogada","Various Artists",,"World Music","GB-CPA-93-00184","Written by Mbarak Achieng and the Black Savage Band, arranged by Ayub Ogada.",,,"Ayub Ogada &amp; Richard Evans","Richard Evans","102","848",,"Bliss","WOMAD Music Ltd"
"Abha (River)","Iarla Ó Lionáird","Various Artists",,"World Music","GB-CPA-97-00169","Trad arr by Iarla O'Lionaird and Michael Brook","Sean O'Croinin and Domhnall O'Liathain",,"Michael Brook","Michael Brook","102","1071",,"Bliss","WOMAD Music Ltd"
"Chinese Canon","Various Artists","Various Artists",,"World Music","GB-CPA-01-00584","Simon Jeffes, Cheng Yu and Zhou Yu",,,"Simon Jeffes and Alex Gifford",,"102","1090",,"Bliss","WOMAD Music Ltd"
"Angel Tech","The Grid","Various Artists",,"Electronica","GB-CPA-07-01260","The Grid/Sheila Chandra/Alex Gifford arr. The Grid",,"Sheila Chandra: VoiceAlex GiffordHammond: DroneThe Grid: Synthesisers and Programming","The Grid",,"102","1091",,"Bliss","WOMAD Music Ltd"
"Mekong","Jam Nation","Various Artists",,"Electronica","GB-CPA-01-00548","Music by Mark Rutherford &amp; John Gosling",,"Africa: AtomsphereCleo Torres: Distorted Vocals","Mark Rutherford &amp; Sugar J","Robert Hill & Richard Blair","102","1093",,"Bliss","WOMAD Music Ltd"
"Think (Edit)","U. Srinivas & Michael Brook","Various Artists",,"World Music","GB-CPA-01-00579","Michael Brook, U Srinivas",,,"Michael Brook","Richard Evans &amp; Stephen Bray","102","2265",,"Bliss","WOMAD Music Ltd"
"Lei Lei (I Feel Alone)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00095","Trad arr by Søren Kjær Jensen","Abdi Quays/Maryam Mursal",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1100",,"The Journey","Real World Works Ltd"
"Kufilaw (Take Care)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00096","Music Abdi Kader Hassan/Soren Kj?r Jensen; lyrics Yusuf Maradon.","Yusuf Maradon",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1101",,"The Journey","Real World Works Ltd"
"Somali Udiida Ceb (Somalia, Don't Shame Yourself)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00097","Abdi Kader Hassan/Søren Kjær Jensen","Yusuf Aden",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1102",,"The Journey","Real World Works Ltd"
"Sodewou (Welcome)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00098","Doctor Rafi/Søren Kjær Jensen","Mumin Yoou",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1103",,"The Journey","Real World Works Ltd"
"Hamar (The Big City)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00099","Simon Emmerson/Martin Russell","Waaberi: Maryam Mursal/Kadra Dahir/Nima Yassin/Salah Qasim/Abdi Nuur Allaleh/Sheikh Ahmed 'Madey'/Mohammed Ali 'Kunail'",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1104",,"The Journey","Real World Music Ltd"
"Hamar (The Big City)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00099","Simon Emmerson/Martin Russell","Waaberi: Maryam Mursal/Kadra Dahir/Nima Yassin/Salah Qasim/Abdi Nuur Allaleh/Sheikh Ahmed 'Madey'/Mohammed Ali 'Kunail'",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1104",,"The Journey","Real World Works Ltd"
"Qax (Refugee)","Maryam Mursal","Maryam Mursal",,"World Music","GB-CPA-98-00100","Maryam Mursal/Søren Kjær Jensen","Maryam Mursal",,"Simon Emmerson, Søren Kjær Jensen and Martin Russe","Martin Russell assisted by Russell Kearney, Marco","103","1105",,"The Journey","Real World Works Ltd"
